created,amount,order_id,full,id
2021-04-18T15:12:55.283Z,257.25,22998,true,1042
2021-01-04T11:56:46.099Z,1508.76,5797,true,271
2021-03-25T16:39:17.961Z,2600.00,19929,true,863
2021-04-21T17:20:10.120Z,100.00,25102,false,1091
2021-10-20T06:57:09.722Z,450.00,84576,true,3373
2021-10-18T09:06:14.996Z,90.00,81452,false,3324
2021-10-22T13:34:08.770Z,365.00,85629,false,3443
2021-05-14T13:44:12.961Z,134.00,31952,false,1384
2021-03-17T06:43:57.956Z,257.25,15914,true,830
2021-05-16T13:52:10.763Z,525.00,32681,true,1456
2021-09-05T08:22:05.195Z,133.50,59510,false,2501
2021-04-01T11:55:22.999Z,414.75,20927,true,911
2021-06-28T15:21:09.254Z,900.00,40863,true,1843
2021-09-08T15:08:46.397Z,300.00,61969,true,2558
2021-05-17T06:38:13.763Z,199.50,31007,false,1471
2021-10-30T16:38:08.969Z,80.00,89978,false,3658
2021-09-02T08:14:40.063Z,113.40,54723,false,2470
2021-10-19T09:02:16.969Z,7425.00,84126,true,3348
2021-04-24T13:28:14.895Z,229.50,24663,false,1122
2021-04-26T19:30:09.727Z,325.00,24663,false,1160
2021-09-19T06:39:29.408Z,30.00,55290,true,2708
2021-08-26T13:24:09.493Z,5.00,55290,false,2382
2021-10-13T10:51:10.099Z,3712.50,66757,false,3221
2021-08-21T00:50:47.434Z,6450.00,52941,true,2337
2021-09-23T06:56:34.718Z,106.00,67531,true,2764
2021-08-02T10:24:09.106Z,355.00,47272,true,2177
2021-10-26T05:04:17.466Z,2072.70,52609,true,3535
2021-05-16T16:48:08.297Z,455.00,29001,false,1469
2020-12-18T08:08:18.885Z,110.00,5230,false,243
2021-03-26T03:17:27.740Z,4975.00,19200,true,864
2021-06-29T16:39:08.479Z,400.00,39415,true,1848
2021-07-18T10:10:09.159Z,175.00,45490,false,2056
2021-10-05T07:17:20.524Z,560.00,75055,true,2982
2021-09-29T10:10:48.455Z,764.98,70429,false,2849
2021-06-08T07:02:30.340Z,135.00,26941,false,1653
2021-07-25T10:03:36.807Z,123.30,46381,true,2112
2021-08-23T21:32:15.922Z,216.75,53833,false,2357
2021-10-14T05:30:28.353Z,140.00,68260,true,3251
2021-10-16T10:56:09.645Z,80.00,75668,false,3287
2021-09-07T04:40:38.295Z,1150.00,56344,true,2536
2021-10-10T02:51:28.494Z,1440.00,72382,true,3117
2021-07-16T11:34:09.146Z,75.00,45202,false,2038
2021-04-24T13:04:16.393Z,115.00,25718,false,1120
2021-03-21T06:41:56.982Z,1775.00,11858,true,847
2021-08-19T14:40:12.090Z,413.10,50710,true,2335
2021-10-09T17:38:37.026Z,2465.00,78837,true,3108
2021-04-28T05:09:07.206Z,105.00,26898,true,1176
2021-10-26T00:51:10.270Z,118.00,82508,true,3531
2021-10-11T06:22:07.442Z,1128.00,67037,true,3156
2021-08-15T06:17:57.544Z,406.53,52330,true,2296
2021-07-26T09:32:35.117Z,2470.20,40090,false,2129
2021-10-10T19:04:25.549Z,3849.99,76604,true,3141
2021-05-04T20:04:08.471Z,145.00,28229,true,1263
2021-04-24T12:46:08.380Z,115.00,25556,false,1119
2021-04-22T15:44:08.178Z,165.00,25556,false,1099
2021-10-09T23:50:45.300Z,1147.50,72707,false,3112
2021-06-17T08:48:15.842Z,750.86,20200,false,1738
2021-08-29T09:35:09.987Z,750.77,20200,false,2413
2021-06-02T12:55:33.781Z,6757.50,20200,false,1610
2021-10-22T10:20:09.581Z,168.75,81618,true,3438
2021-05-16T16:49:08.760Z,210.00,28725,true,1470
2020-12-24T16:35:50.484Z,136.80,6123,false,256
2021-08-24T22:50:48.569Z,4900.00,52944,false,2366
2021-10-14T00:54:08.800Z,60.00,81005,false,3242
2021-04-07T14:21:16.348Z,6783.33,16034,false,946
2021-10-01T16:01:27.996Z,45.00,67984,true,2913
2021-10-06T08:17:39.390Z,4700.00,67038,false,3003
2021-04-14T07:49:10.592Z,250.00,22389,true,999
2021-10-17T06:34:31.324Z,7333.33,74661,false,3300
2020-12-28T05:53:52.410Z,100.00,4297,true,259
2021-04-27T13:52:26.884Z,185.00,26330,true,1172
2021-04-07T13:40:02.202Z,8778.00,17989,false,944
2021-01-14T12:56:38.944Z,419.00,8969,true,292
2021-09-07T05:55:47.175Z,903.33,60512,true,2538
2021-07-18T10:30:28.929Z,47.50,43421,false,2058
2021-07-18T10:30:28.361Z,47.50,43421,false,2057
2021-06-03T07:40:57.807Z,570.00,29292,false,1616
2021-06-03T08:15:00.196Z,570.00,29292,false,1617
2021-06-10T07:58:52.067Z,1138.50,29292,true,1666
2021-10-01T06:53:51.390Z,1700.00,69766,true,2902
2021-09-23T06:57:53.202Z,130.00,67533,true,2765
2021-05-02T06:56:02.492Z,1049.00,27673,true,1227
2021-07-14T08:36:09.424Z,150.00,44151,false,1988
2021-10-14T00:51:09.475Z,114.00,81006,false,3241
2021-06-16T09:59:09.077Z,269.00,37023,true,1728
2020-08-30T09:41:08.915Z,317.00,1949,true,93
2021-10-02T21:50:08.562Z,54.00,74167,false,2939
2021-10-15T18:40:11.582Z,230.00,78064,false,3276
2021-05-22T16:31:08.900Z,310.00,31344,false,1536
2021-06-02T07:04:38.045Z,257.25,35197,true,1603
2021-10-31T03:59:08.028Z,550.00,91302,false,3665
2021-10-09T16:14:14.751Z,129.60,77786,false,3107
2021-09-11T01:49:40.622Z,2520.00,58624,false,2583
2021-09-05T09:52:21.509Z,168.30,57572,true,2502
2021-10-19T11:44:29.535Z,4912.86,62585,false,3352
2021-08-27T06:54:09.736Z,6.00,55295,true,2392
2021-09-02T02:57:48.332Z,2925.00,54610,false,2468
2021-05-18T14:45:15.660Z,129.00,32731,true,1500
2021-06-07T15:04:08.185Z,1079.00,36089,true,1647
2021-04-19T17:55:09.332Z,100.00,24550,false,1061
2021-06-23T15:57:19.147Z,142.50,40093,false,1802
2021-04-20T15:46:09.108Z,344.00,22886,true,1071
2021-02-01T15:27:56.809Z,330.00,8691,true,366
2020-09-07T15:11:20.127Z,4830.00,2561,true,107
2021-02-09T14:43:42.588Z,309.75,11248,true,440
2021-10-10T02:22:21.173Z,6550.00,74169,true,3113
2021-10-09T08:24:40.798Z,3105.00,72387,false,3091
2021-08-17T09:41:47.272Z,645.31,47277,false,2321
2021-07-07T12:07:41.551Z,80.00,38862,false,1915
2021-09-01T12:25:56.810Z,37.50,55296,false,2462
2021-06-19T12:05:09.196Z,80.00,37638,false,1756
2021-09-12T05:51:25.379Z,459.00,62748,true,2599
2021-03-28T09:05:26.015Z,414.75,20159,true,890
2021-02-02T08:07:47.058Z,414.75,10196,true,379
2021-04-04T15:17:07.461Z,351.60,21383,true,929
2021-08-14T08:36:08.836Z,413.10,50714,true,2285
2021-02-12T11:45:00.130Z,220.00,10691,true,462
2021-10-25T08:54:10.395Z,416.50,79001,false,3507
2021-10-25T13:15:11.155Z,1769.06,79001,true,3519
2021-09-04T15:37:11.798Z,442.00,58464,true,2496
2021-07-16T11:34:13.281Z,45.00,45206,false,2039
2021-04-19T04:52:01.014Z,100.00,23327,false,1045
2021-09-26T05:21:29.235Z,180.50,68265,false,2801
2021-05-17T09:51:23.693Z,711.00,14256,false,1478
2021-04-20T13:55:12.954Z,62.00,24714,false,1070
2021-07-15T06:12:09.972Z,128.00,44767,false,2000
2021-10-02T08:47:16.023Z,60.00,73774,false,2921
2021-05-14T18:03:08.549Z,188.00,31347,false,1390
2021-06-30T12:28:09.261Z,365.00,38412,false,1858
2021-05-21T13:56:08.606Z,39.00,32238,false,1528
2021-10-27T14:29:11.769Z,365.00,88525,true,3579
2021-04-16T09:06:09.491Z,202.00,23823,false,1015
2021-04-17T15:07:09.183Z,90.00,24101,false,1030
2021-07-06T15:03:18.834Z,133.65,41806,false,1908
2021-08-21T14:56:14.013Z,244.00,49600,false,2343
2021-05-15T16:47:09.477Z,474.00,31230,true,1434
2021-06-02T09:02:08.608Z,365.00,35245,false,1604
2021-06-01T13:34:46.169Z,26.00,35407,false,1602
2021-02-09T09:39:35.715Z,687.23,10242,false,416
2021-06-13T08:46:20.671Z,257.25,37522,true,1681
2020-11-24T06:44:34.638Z,948.00,5075,true,183
2021-05-14T19:04:56.606Z,257.25,31843,true,1391
2021-10-16T14:44:09.406Z,90.00,79003,true,3293
2021-05-10T16:57:08.750Z,160.00,29503,false,1344
2021-09-06T13:42:15.554Z,1834.00,60969,true,2532
2021-05-27T08:32:47.487Z,5300.00,34355,true,1573
2021-10-25T08:59:54.119Z,100.00,73325,true,3508
2021-10-20T09:43:49.780Z,21.25,83739,false,3380
2021-06-19T18:04:06.332Z,826.20,39143,true,1757
2021-08-12T13:20:45.300Z,224.00,50393,true,2277
2021-04-16T15:19:08.356Z,227.00,24059,false,1021
2021-10-07T13:42:57.313Z,2317.50,74829,true,3042
2021-05-13T13:13:08.680Z,208.00,30296,false,1369
2021-10-13T10:53:11.274Z,2564.00,60194,true,3223
2021-10-12T05:57:04.573Z,298.00,79950,true,3187
2021-10-09T06:18:15.100Z,15.00,77835,false,3088
2021-04-20T11:27:08.489Z,140.00,24716,false,1068
2021-10-13T09:51:09.269Z,1637.50,50555,false,3220
2021-10-11T00:09:41.304Z,2340.00,72272,true,3148
2021-10-14T00:10:03.858Z,1285.79,75602,true,3237
2021-05-06T01:15:16.134Z,257.25,29298,true,1290
2021-07-24T16:01:16.087Z,90.00,44814,true,2103
2021-05-07T15:18:08.288Z,420.00,28452,true,1306
2021-07-30T14:45:13.265Z,230.00,46885,true,2159
2021-09-30T20:06:13.589Z,450.00,68926,true,2895
2021-04-17T18:33:08.496Z,40.00,24393,false,1033
2021-04-18T18:05:11.341Z,77.00,24393,true,1044
2021-04-02T07:27:14.673Z,480.00,18813,true,914
2021-02-11T10:46:44.886Z,2326.50,8858,false,460
2021-02-25T12:18:33.111Z,948.00,12521,true,597
2021-06-13T16:01:12.132Z,165.00,35698,true,1684
2021-07-25T13:31:10.067Z,119.70,45705,true,2121
2021-01-10T11:43:48.600Z,610.00,7354,true,285
2021-04-19T09:29:09.744Z,399.50,24556,false,1050
2021-07-29T07:20:30.273Z,3045.00,48055,false,2148
2021-02-04T06:08:51.982Z,588.00,11136,true,393
2021-04-19T04:52:21.482Z,100.00,22279,false,1046
2021-07-17T06:10:41.341Z,1549.00,45544,false,2044
2021-05-05T09:04:32.381Z,3347.14,23052,false,1272
2021-06-07T13:22:38.248Z,321.04,23052,false,1646
2021-06-21T06:50:09.207Z,1025.00,39145,false,1770
2021-03-04T11:50:58.295Z,514.49,13413,false,681
2021-10-26T03:15:10.690Z,467.50,79457,true,3533
2021-06-18T09:29:39.831Z,180.00,36634,false,1747
2020-11-28T06:11:48.147Z,24.00,5573,false,194
2021-05-31T14:00:07.459Z,285.00,28002,true,1597
2021-10-04T03:40:45.281Z,1927.20,66370,false,2964
2021-05-09T17:59:13.212Z,264.00,29182,true,1333
2021-08-26T11:23:40.847Z,1370.70,55958,true,2381
2021-06-08T06:47:06.522Z,289.00,35581,false,1650
2021-07-13T20:23:03.324Z,580.00,41034,true,1983
2021-05-12T14:56:22.542Z,142.00,29957,false,1358
2021-10-25T08:42:49.854Z,1732.50,81842,true,3506
2021-10-16T13:44:16.565Z,51.00,82238,false,3290
2021-04-26T09:10:25.664Z,2539.00,26339,false,1145
2021-04-28T12:05:06.051Z,1.00,26339,true,1186
2021-08-28T05:40:26.096Z,1079.00,56732,true,2401
2021-01-21T19:29:29.290Z,624.75,9138,true,315
2021-08-14T16:05:09.924Z,175.00,49280,false,2292
2021-02-03T09:31:29.454Z,2880.00,10859,true,388
2021-01-21T19:30:09.351Z,514.50,8742,true,318
2021-10-14T09:14:09.989Z,51.00,69044,false,3259
2021-04-01T13:40:20.890Z,474.00,2450,false,912
2021-05-08T11:16:07.934Z,182.00,27725,false,1315
2021-07-11T16:52:22.646Z,294.00,43763,false,1956
2021-07-04T14:44:15.047Z,75.00,40801,false,1885
2021-09-22T03:09:26.030Z,2800.00,64256,true,2748
2021-09-07T08:04:32.564Z,1827.50,60241,true,2542
2021-08-31T13:09:22.416Z,9529.17,50107,false,2451
2021-09-25T10:22:48.936Z,5050.00,69045,true,2793
2021-05-16T04:56:25.668Z,280.00,14595,true,1443
2021-10-05T15:57:27.606Z,143.75,68929,true,2993
2021-04-19T18:22:11.661Z,175.00,24396,true,1064
2021-05-12T11:47:14.079Z,189.00,31235,false,1355
2021-07-18T15:21:11.948Z,355.30,44655,false,2062
2021-10-08T15:38:52.701Z,150.00,69991,true,3075
2021-08-02T10:30:20.117Z,143.75,49605,true,2179
2021-10-01T19:18:09.269Z,50.15,61089,true,2914
2021-04-21T12:03:16.942Z,107.00,24891,false,1086
2021-09-29T13:53:09.207Z,1137.50,71998,false,2861
2021-09-09T02:05:26.410Z,1150.00,57624,true,2564
2021-08-17T04:18:28.496Z,5397.50,52674,true,2319
2021-10-31T21:55:09.104Z,120.00,92986,false,3688
2021-10-12T11:00:40.812Z,108.00,80295,true,3200
2021-10-04T15:34:27.508Z,204.75,74058,true,2973
2021-10-03T10:41:13.493Z,3700.00,66372,true,2951
2021-08-26T03:40:16.214Z,2789.99,55186,false,2374
2021-05-10T15:05:51.945Z,357.00,30507,true,1342
2021-08-04T13:14:08.933Z,879.00,49606,true,2208
2021-10-24T13:42:05.087Z,2549.98,71430,true,3484
